Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière d'économie, de finances, de transition écologique, de droit pénal, de droit social et en matière agricole;projet de loi;15/11/2023;http://www.senat.fr/dossier-legislatif/pjl23-112.html;promulgué;;;22/04/2024;2024-364;Agriculture et pêche, Économie et finances, fiscalité, Environnement, Union européenne
projet de loi autorisant l'approbation de l'accord global dans le domaine du transport aérien entre les États membres de l'association des nations de l'Asie du sud-est, et l'Union européenne et ses États membres;projet de loi;06/12/2023;http://www.senat.fr/dossier-legislatif/pjl23-180.html;promulgué;;;17/04/2024;2024-353;Affaires étrangères et coopération, Transports, Union européenne
projet de loi ratifiant l'ordonnance n° 2023-389 du 24 mai 2023 modifiant les dispositions du code général de la propriété des personnes publiques relatives à la Polynésie française;projet de loi;24/01/2024;http://www.senat.fr/dossier-legislatif/pjl23-279.html;promulgué;;;15/04/2024;2024-345;Outre-mer, Pouvoirs publics et Constitution
projet de loi organique portant report du renouvellement général des membres du congrès et des assemblées de province de la Nouvelle-Calédonie;projet de loi organique;29/01/2024;http://www.senat.fr/dossier-legislatif/pjl23-290.html;promulgué;conforme;11/04/2024;15/04/2024;2024-343;Collectivités territoriales, Outre-mer, Pouvoirs publics et Constitution
proposition de loi visant à adapter le droit de la responsabilité civile aux enjeux actuels;proposition de loi;20/07/2023;http://www.senat.fr/dossier-legislatif/ppl23-160.html;promulgué;;;15/04/2024;2024-346;Police et sécurité, Société
proposition de loi visant à soutenir l'engagement bénévole et à simplifier la vie associative;proposition de loi;20/07/2023;http://www.senat.fr/dossier-legislatif/ppl23-309.html;promulgué;;;15/04/2024;2024-344;Questions sociales et santé, Société
proposition de loi visant à protéger le groupe Électricité de France d'un démembrement;proposition de loi;27/12/2022;http://www.senat.fr/dossier-legislatif/ppl22-341.html;promulgué;;;11/04/2024;2024-330;Économie et finances, fiscalité, Énergie, Pouvoirs publics et Constitution, Société
projet de loi autorisant la ratification du traité d'entraide judiciaire en matière pénale entre la République française et la République du Kazakhstan;projet de loi;31/05/2023;http://www.senat.fr/dossier-legislatif/pjl23-212.html;promulgué;;;09/04/2024;2024-321;Affaires étrangères et coopération, Justice, Société
projet de loi relatif à l'accélération et à la simplification de la rénovation de l'habitat dégradé et des grandes opérations d'aménagement;projet de loi;12/12/2023;http://www.senat.fr/dossier-legislatif/pjl23-278.html;promulgué;;;09/04/2024;2024-322;Collectivités territoriales, Économie et finances, fiscalité, Logement et urbanisme, Société
proposition de loi portant mesures pour bâtir la société du bien-vieillir en France;proposition de loi;15/12/2022;http://www.senat.fr/dossier-legislatif/ppl23-147.html;promulgué;;;08/04/2024;2024-317;Famille, Questions sociales et santé, Société
proposition de loi visant à favoriser le réemploi des véhicules, au service des mobilités durables et solidaires sur les territoires;proposition de loi;11/09/2023;http://www.senat.fr/dossier-legislatif/ppl22-923.html;promulgué;;;05/04/2024;2024-310;Environnement, Société, Transports
proposition de loi relative à la mise en place et au fonctionnement  de la commission d'évaluation de l'aide publique au développement instituée par la loi n° 2021-1031 du 4 août 2021;proposition de loi;10/05/2023;http://www.senat.fr/dossier-legislatif/ppl23-264.html;promulgué;;;05/04/2024;2024-309;Affaires étrangères et coopération, Économie et finances, fiscalité, Société
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et  le Gouvernement du Land du Bade-Wurtemberg relatif à la création d'une compagnie de gendarmerie fluviale franco-allemande sur le Rhin;projet de loi;18/10/2023;http://www.senat.fr/dossier-legislatif/pjl23-050.html;promulgué;;;02/04/2024;2024-300;Affaires étrangères et coopération, Police et sécurité, Société, Transports
proposition de loi visant à pérenniser les jardins d'enfants gérés par une collectivité publique ou bénéficiant de financements publics;proposition de loi;12/09/2023;http://www.senat.fr/dossier-legislatif/ppl23-311.html;promulgué;;;02/04/2024;2024-301;Famille, Questions sociales et santé, Société
proposition de loi tendant à tenir compte de la capacité contributive des collectivités territoriales dans l'attribution des subventions et dotations destinées aux investissements relatifs à la transition écologique des bâtiments scolaires;proposition de loi;08/09/2023;http://www.senat.fr/dossier-legislatif/ppl22-922.html;promulgué;;;29/03/2024;2024-279;Collectivités territoriales, Économie et finances, fiscalité, Environnement
proposition de loi visant à faciliter la mise à disposition aux régions du réseau routier national non concédé;proposition de loi;05/12/2023;http://www.senat.fr/dossier-legislatif/ppl23-347.html;promulgué;;;22/03/2024;2024-250;Aménagement du territoire, Collectivités territoriales, Transports
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Canada relatif au déploiement d'agents de sûreté en vol;projet de loi;10/05/2023;http://www.senat.fr/dossier-legislatif/pjl22-938.html;promulgué;;;21/03/2024;2024-245;Affaires étrangères et coopération, Police et sécurité, Traités et conventions, Transports
projet de loi autorisant l'approbation de la convention entre la République française et la République de Moldavie pour l'élimination de la double imposition en matière d'impôts sur le revenu et pour la prévention de l'évasion et de la fraude fiscales;projet de loi;31/10/2023;http://www.senat.fr/dossier-legislatif/pjl23-283.html;promulgué;;;21/03/2024;2024-246;Affaires étrangères et coopération, Économie et finances, fiscalité, Traités et conventions
proposition de loi renforçant la sécurité des élus locaux et la protection des maires;proposition de loi;26/05/2023;http://www.senat.fr/dossier-legislatif/ppl22-648.html;promulgué;;;21/03/2024;2024-247;Collectivités territoriales, Police et sécurité, Société
proposition de loi visant à mieux protéger les enfants victimes de violences intrafamiliales;proposition de loi;15/12/2022;http://www.senat.fr/dossier-legislatif/ppl22-344.html;promulgué;;;18/03/2024;2024-233;Famille, Justice, Société
projet de loi  constitutionnelle relatif à la liberté de recourir à l'interruption volontaire de grossesse;projet de loi  constitutionnelle;12/12/2023;http://www.senat.fr/dossier-legislatif/pjl23-299.html;promulgué;;;08/03/2024;2024-200;Pouvoirs publics et Constitution, Questions sociales et santé, Société
proposition de loi visant à renforcer la protection des mineurs et l'honorabilité dans le sport;proposition de loi;16/01/2023;http://www.senat.fr/dossier-legislatif/ppl22-241.html;promulgué;;;08/03/2024;2024-201;Justice, Société, Sports
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre concernant la démarcation et l'entretien de la frontière;projet de loi;21/06/2023;http://www.senat.fr/dossier-legislatif/pjl23-145.html;promulgué;;;06/03/2024;2024-174;Affaires étrangères et coopération, Traités et conventions
proposition de loi visant à garantir le respect du droit à l'image des enfants;proposition de loi;19/01/2023;http://www.senat.fr/dossier-legislatif/ppl22-396.html;promulgué;;;19/02/2024;2024-120;Famille, Questions sociales et santé, Société
projet de loi autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de la République de Maurice;projet de loi;23/08/2023;http://www.senat.fr/dossier-legislatif/pjl23-146.html;promulgué;;;06/02/2024;2024-84;Affaires étrangères et coopération, Justice, Police et sécurité
projet de loi pour contrôler l'immigration, améliorer l'intégration;projet de loi;01/02/2023;http://www.senat.fr/dossier-legislatif/pjl22-304.html;promulgué;partiellement conforme;25/01/2024;26/01/2024;2024-42;Affaires étrangères et coopération, Famille, Police et sécurité, Société, Travail
proposition de loi visant à revaloriser le métier de secrétaire de mairie;proposition de loi;01/05/2023;http://www.senat.fr/dossier-legislatif/ppl22-554.html;promulgué;;;30/12/2023;2023-1380;Collectivités territoriales, Fonction publique, Travail
projet de loi de finances pour 2024;projet de loi de finances;27/09/2023;http://www.senat.fr/dossier-legislatif/pjlf2024.html;promulgué;partiellement conforme;28/12/2023;29/12/2023;2023-1322;Budget, Économie et finances, fiscalité, Pouvoirs publics et Constitution
proposition de loi relative à la prévisibilité de l'organisation des services de la navigation aérienne en cas de mouvement social et à l'adéquation entre l'ampleur de la grève et la réduction du trafic;proposition de loi;01/05/2023;http://www.senat.fr/dossier-legislatif/ppl22-553.html;promulgué;conforme;21/12/2023;28/12/2023;2023-1289;Questions sociales et santé, Société, Transports, Travail
projet de loi accord entre le Gouvernement de la République française et le Gouvernement de la République du Panama relatif à l'exercice d'activités professionnelles rémunérées par les membres des familles des agents des missions officielles de chaque État dans l'autr;projet de loi;22/03/2023;http://www.senat.fr/dossier-legislatif/pjl22-444.html;promulgué;;;27/12/2023;2023-1264;Affaires étrangères et coopération, Famille, Travail
projet de loi autorisant l'approbation de l'avenant entre le Gouvernement de la République française et le Gouvernement du Grand-Duché de Luxembourg;projet de loi;03/05/2023;http://www.senat.fr/dossier-legislatif/pjl22-815.html;promulgué;;;27/12/2023;2023-1265;Affaires étrangères et coopération, Société
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et la BIRD, l'AID, la SFI, l'AMGI, et le CIRDRI;projet de loi;05/07/2023;http://www.senat.fr/dossier-legislatif/pjl22-937.html;promulgué;;;27/12/2023;2023-1266;Affaires étrangères et coopération, Société, Traités et conventions
proposition de loi visant à faciliter la mobilité internationale des alternants, pour un « Erasmus de l'apprentissage »;proposition de loi;29/11/2022;http://www.senat.fr/dossier-legislatif/ppl22-598.html;promulgué;;;27/12/2023;2023-1267;Éducation, Famille, Société, Union européenne
proposition de loi visant à améliorer l'accès aux soins par l'engagement territorial des professionnels;proposition de loi;28/04/2023;http://www.senat.fr/dossier-legislatif/ppl22-747.html;promulgué;;;27/12/2023;2023-1268;Collectivités territoriales, Famille, Questions sociales et santé, Société
proposition de loi relative aux services express régionaux métropolitains;proposition de loi;25/04/2023;http://www.senat.fr/dossier-legislatif/ppl22-749.html;promulgué;;;27/12/2023;2023-1269;Aménagement du territoire, Société, Transports
proposition de loi relative à l'ouverture à la concurrence du réseau de bus francilien de la RATP;proposition de loi;29/09/2023;http://www.senat.fr/dossier-legislatif/ppl22-943.html;promulgué;;;27/12/2023;2023-1270;Collectivités territoriales, Économie et finances, fiscalité, Société, Transports
projet de loi de financement de la sécurité sociale pour 2024;projet de loi de financement de la sécurité sociale;27/09/2023;http://www.senat.fr/dossier-legislatif/plfss2024.html;promulgué;partiellement conforme;21/12/2023;26/12/2023;2023-1250;Budget, Questions sociales et santé, Sécurité sociale
